Open_Date,Defect_Type,Missing_Incorrect,Defect_Source,Defect_Impact,Defect_Trigger,Phase_Found,Sequence
"1993-09-07","Function","MISSING","New_Funct/Rewritten","Performance","","PT",790
"1993-09-07","Checking","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","WLM",791
"1993-09-07","Function","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",792
"1993-09-08","Checking","MISSING","Prior_Release","Reliability/Avail","Test Coverage/Variation","FCT",793
"1993-09-09","Build/Package/Merge","INCORRECT","New_Funct/Rewritten","Maintain/Service","Logic Flow","ST",794
"1993-09-09","Assignment/Initialization","MISSING","New_Funct/Rewritten","Maintain/Service","Design NonConformance","ST",795
"1993-09-09","Checking","MISSING","New_Funct/Rewritten","Capability","","ST",796
"1993-09-09","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",797
"1993-09-10","Function","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",798
"1993-09-10","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",799
"1993-09-11","Function","MISSING","New_Funct/Rewritten","Performance","","PT",800
"1993-09-13","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","FCT",801
"1993-09-13","Checking","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","FCT",802
"1993-09-13","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",803
"1993-09-15","Algorithm","INCORRECT","New_Funct/Rewritten","Capability","","FCT",804
"1993-09-15","","INCORRECT","New_Funct/Rewritten","Capability","Test Coverage/Variation","FCT",805
"1993-09-15","Function","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","WLM",806
"1993-09-15","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",807
"1993-09-15","Algorithm","INCORRECT","Prior_Release","Reliability/Avail","Test Coverage/Variation","WLM",808
"1993-09-16","Checking","INCORRECT","New_Funct/Rewritten","Capability","","FCT",809
"1993-09-16","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Maintain/Service","","PT",810
"1993-09-16","Assignment/Initialization","MISSING","New_Funct/Rewritten","Maintain/Service","Recovery/Exception","WLM",811
"1993-09-16","Checking","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Design NonConformance","WLM",812
"1993-09-16","Checking","MISSING","New_Funct/Rewritten","Reliability/Avail","Design NonConformance","WLM",813
"1993-09-16","Checking","MISSING","Prior_Release","Reliability/Avail","Test Coverage/Variation","WLM",814
"1993-09-16","Function","INCORRECT","New_Funct/Rewritten","Capability","","PT",815
"1993-09-17","Checking","INCORRECT","New_Funct/Rewritten","Capability","","FCT",816
"1993-09-17","Checking","INCORRECT","New_Funct/Rewritten","Performance","","PT",817
"1993-09-17","Assignment/Initialization","INCORRECT","Prior_Release","Performance","Test Coverage/Variation","WLM",818
"1993-09-17","Function","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",819
"1993-09-17","Checking","INCORRECT","New_Funct/Rewritten","Capability","","WLM",820
"1993-09-17","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",821
"1993-09-17","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",822
"1993-09-18","Interface","INCORRECT","New_Funct/Rewritten","Maintain/Service","","WLM",823
"1993-09-18","Timing/Serialization","INCORRECT","New_Funct/Rewritten","Maintain/Service","","WLM",824
"1993-09-18","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Maintain/Service","","WLM",825
"1993-09-18","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",826
"1993-09-19","Function","MISSING","New_Funct/Rewritten","Usability","","PT",827
"1993-09-19","Function","MISSING","New_Funct/Rewritten","Performance","","PT",828
"1993-09-19","Checking","INCORRECT","New_Funct/Rewritten","Capability","","WLM",829
"1993-09-20","Function","MISSING","New_Funct/Rewritten","Capability","","PT",830
"1993-09-20","Checking","INCORRECT","New_Funct/Rewritten","Capability","","FCT",831
"1993-09-20","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",832
"1993-09-20","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",833
"1993-09-21","Checking","INCORRECT","New_Funct/Rewritten","Capability","Test Coverage/Variation","FCT",834
"1993-09-21","Checking","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","WLM",835
"1993-09-21","Checking","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",836
"1993-09-21","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",837
"1993-09-21","Checking","MISSING","New_Funct/Rewritten","Performance","","WLM",838
"1993-09-21","Checking","MISSING","New_Funct/Rewritten","Performance","Logic Flow","PT",839
"1993-09-21","Assignment/Initialization","INCORRECT","PTM/DCR_error","Capability","Rare Situation/Side Effects","WLM",840
"1993-09-21","Function","MISSING","New_Funct/Rewritten","Capability","","WLM",841
"1993-09-22","Checking","MISSING","New_Funct/Rewritten","Maintain/Service","Test Coverage/Variation","FCT",842
"1993-09-22","Checking","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",843
"1993-09-22","Checking","INCORRECT","New_Funct/Rewritten","Performance","","PT",844
"1993-09-22","Checking","INCORRECT","New_Funct/Rewritten","Performance","","PT",845
"1993-09-23","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","WLM",846
"1993-09-24","Function","MISSING","New_Funct/Rewritten","Usability","","PT",847
"1993-09-24","Function","MISSING","New_Funct/Rewritten","Performance","","PT",848
"1993-09-24","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",849
"1993-09-26","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","WLM",850
"1993-09-26","","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",851
"1993-09-27","Assignment/Initialization","MISSING","New_Funct/Rewritten","Usability","Test Coverage/Variation","WLM",852
"1993-09-27","Timing/Serialization","MISSING","New_Funct/Rewritten","Reliability/Avail","Test Coverage/Variation","FCT",853
"1993-09-28","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",854
"1993-09-29","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","Rare Situation/Side Effects","ST",855
"1993-09-29","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","FCT",856
"1993-09-29","","INCORRECT","New_Funct/Rewritten","Capability","","FCT",857
"1993-09-29","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",858
"1993-09-29","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",859
"1993-09-30","Function","MISSING","New_Funct/Rewritten","Performance","","PT",860
"1993-09-30","Checking","INCORRECT","New_Funct/Rewritten","Performance","","PT",861
"1993-10-01","Checking","INCORRECT","New_Funct/Rewritten","Usability","","PT",862
"1993-10-01","Timing/Serialization","MISSING","New_Funct/Rewritten","Reliability/Avail","Concurrency","FCT",863
"1993-10-01","Checking","MISSING","New_Funct/Rewritten","Capability","","PT",864
"1993-10-02","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","PT",865
"1993-10-02","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",866
"1993-10-03","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",867
"1993-10-03","Checking","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",868
"1993-10-03","Checking","INCORRECT","New_Funct/Rewritten","Performance","","PT",869
"1993-10-04","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",870
"1993-10-05","Checking","MISSING","New_Funct/Rewritten","Usability","","FCT",871
"1993-10-05","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",872
"1993-10-05","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","FCT",873
"1993-10-05","Checking","INCORRECT","New_Funct/Rewritten","Maintain/Service","","PT",874
"1993-10-05","","INCORRECT","New_Funct/Rewritten","Performance","","PT",875
"1993-10-06","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","WLM",876
"1993-10-06","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","PT",877
"1993-10-06","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",878
"1993-10-07","Checking","INCORRECT","New_Funct/Rewritten","Performance","","PT",879
"1993-10-08","","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",880
"1993-10-08","Checking","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",881
"1993-10-09","Function","MISSING","New_Funct/Rewritten","Performance","","PT",882
"1993-10-11","Checking","MISSING","New_Funct/Rewritten","Capability","Design NonConformance","ST",883
"1993-10-11","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",884
"1993-10-11","","INCORRECT","Prior_Release","Performance","Workload Volume/Stress","WLM",885
"1993-10-12","Function","MISSING","New_Funct/Rewritten","Reliability/Avail","Rare Situation/Side Effects","WLM",886
"1993-10-12","Function","MISSING","New_Funct/Rewritten","Capability","","PT",887
"1993-10-12","Checking","INCORRECT","New_Funct/Rewritten","Capability","","FCT",888
"1993-10-13","Checking","INCORRECT","New_Funct/Rewritten","Capability","","ST",889
"1993-10-13","Checking","MISSING","New_Funct/Rewritten","Capability","","ST",890
"1993-10-13","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Usability","","FCT",891
"1993-10-13","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",892
"1993-10-14","Checking","MISSING","New_Funct/Rewritten","Capability","","PT",893
"1993-10-14","Checking","INCORRECT","New_Funct/Rewritten","Capability","","PT",894
"1993-10-15","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Reliability/Avail","Design NonConformance","WLM",895
"1993-10-15","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","","PT",896
"1993-10-15","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","Rare Situation/Side Effects","PT",897
"1993-10-15","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",898
"1993-10-16","Checking","INCORRECT","New_Funct/Rewritten","Performance","Logic Flow","WLM",899
"1993-10-16","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",900
"1993-10-16","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",901
"1993-10-18","Checking","MISSING","New_Funct/Rewritten","Capability","","ST",902
"1993-10-18","Function","INCORRECT","New_Funct/Rewritten","Performance","","PT",903
"1993-10-18","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","PT",904
"1993-10-18","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",905
"1993-10-18","Checking","MISSING","New_Funct/Rewritten","Performance","","WLM",906
"1993-10-18","Checking","MISSING","Prior_Release","Performance","Workload Volume/Stress","WLM",907
"1993-10-19","Function","MISSING","New_Funct/Rewritten","Performance","","PT",908
"1993-10-19","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","Test Coverage/Variation","FCT",909
"1993-10-19","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",910
"1993-10-19","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",911
"1993-10-19","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",912
"1993-10-20","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","PT",913
"1993-10-20","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","","PT",914
"1993-10-20","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",915
"1993-10-20","","INCORRECT","New_Funct/Rewritten","Performance","Workload Volume/Stress","PT",916
"1993-10-21","Checking","INCORRECT","New_Funct/Rewritten","Performance","","ST",917
"1993-10-21","Build/Package/Merge","INCORRECT","New_Funct/Rewritten","Maintain/Service","Design NonConformance","ST",918
"1993-10-21","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","ST",919
"1993-10-21","Checking","INCORRECT","New_Funct/Rewritten","Capability","","PT",920
"1993-10-21","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","WLM",921
"1993-10-21","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",922
"1993-10-22","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Maintain/Service","","WLM",923
"1993-10-22","Checking","MISSING","New_Funct/Rewritten","Performance","","WLM",924
"1993-10-22","Function","INCORRECT","New_Funct/Rewritten","Standards","Design NonConformance","WLM",925
"1993-10-22","Function","INCORRECT","New_Funct/Rewritten","Performance","Rare Situation/Side Effects","FCT",926
"1993-10-22","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Maintain/Service","Logic Flow","WLM",927
"1993-10-23","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","Logic Flow","WLM",928
"1993-10-23","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","Workload Volume/Stress","WLM",929
"1993-10-24","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Standards","Design NonConformance","WLM",930
"1993-10-24","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","Rare Situation/Side Effects","WLM",931
"1993-10-25","Function","INCORRECT","New_Funct/Rewritten","Capability","","WLM",932
"1993-10-25","Function","MISSING","New_Funct/Rewritten","Capability","","WLM",933
"1993-10-25","Checking","INCORRECT","New_Funct/Rewritten","Performance","","PT",934
"1993-10-25","Checking","INCORRECT","New_Funct/Rewritten","Performance","","PT",935
"1993-10-26","Function","MISSING","New_Funct/Rewritten","Performance","","PT",936
"1993-10-26","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","PT",937
"1993-10-26","Checking","MISSING","New_Funct/Rewritten","Performance","","PT",938
"1993-10-26","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","PT",939
"1993-10-26","Function","MISSING","New_Funct/Rewritten","Capability","","PT",940
"1993-10-26","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","PT",941
"1993-10-27","Interface","INCORRECT","","Maintain/Service","","FCT",942
"1993-10-27","Function","INCORRECT","New_Funct/Rewritten","Maintain/Service","","FCT",943
"1993-10-27","Function","INCORRECT","New_Funct/Rewritten","Usability","","FCT",944
"1993-10-27","Assignment/Initialization","MISSING","New_Funct/Rewritten","Capability","","WLM",945
"1993-10-27","Function","INCORRECT","New_Funct/Rewritten","Reliability/Avail","","FCT",946
"1993-10-27","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","PT",947
"1993-10-27","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Performance","","WLM",948
"1993-10-27","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","","WLM",949
"1993-10-27","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","PT",950
"1993-10-28","Function","INCORRECT","New_Funct/Rewritten","Performance","","WLM",951
"1993-10-28","Assignment/Initialization","MISSING","New_Funct/Rewritten","Performance","","WLM",952
"1993-10-28","Checking","MISSING","New_Funct/Rewritten","Performance","","WLM",953
"1993-10-28","Checking","MISSING","New_Funct/Rewritten","Performance","","WLM",954
"1993-10-31","Assignment/Initialization","INCORRECT","New_Funct/Rewritten","Capability","","FCT",955
"1993-10-31","Assignment/Initialization","MISSING","New_Funct/Rewritten","Reliability/Avail","Recovery/Exception","FCT",956
"1993-11-01","Assignment/Initialization","MISSING","New_Funct/Rewritten","Maintain/Service","","PT",957
